County,Quarter,New_House_n,Sales_Volume_n,Sales_Value_MEur,Median_Price_Eur,Mean_Price_Eur,Stock_House_n,Vacant_House_n,Population
Roscommon,2017Q2,19,192,17.0,80666,88337,31448,6398,65452
Roscommon,2017Q3,27,216,21.6,84187,100590,31489,6361,65679
Roscommon,2017Q4,41,217,21.2,87882,97373,31530,6324,65906
Roscommon,2018Q1,31,172,19.6,92810,117679,31570,6286,66133
Roscommon,2018Q2,31,216,20.3,78500,93700,31611,6249,66361
Roscommon,2018Q3,38,252,26.9,89333,107524,31652,6212,66588
Roscommon,2018Q4,47,260,29.200000000000003,93000,112753,31693,6175,66815
Roscommon,2019Q1,39,185,21.2,97833,115578,31734,6137,67042
Roscommon,2019Q2,35,187,21.5,94500,115570,31775,6100,67269
Roscommon,2019Q3,38,245,27.8,108000,113356,31815,6063,67496
Roscommon,2019Q4,49,274,28.6,91636,105764,31856,6025,67723
Roscommon,2020Q1,28,201,21.0,91833,103980,31897,5988,67950
Roscommon,2020Q2,31,134,13.1,87166,98561,31938,5951,68178
Roscommon,2020Q3,50,176,18.8,88750,107648,31979,5914,68405
Roscommon,2020Q4,66,280,32.3,102666,115727,32020,5876,68632
Roscommon,2021Q1,55,210,26.4,120593,126995,32060,5839,68859
Roscommon,2021Q2,64,215,26.6,105666,124466,32101,5802,69086
Roscommon,2021Q3,56,249,36.2,135000,146260,32142,5764,69313
Roscommon,2021Q4,37,284,40.3,135250,141120,32183,5727,69540
Roscommon,2022Q1,45,224,31.1,130000,138368,32224,5690,69767
Roscommon,2022Q2,26,219,34.4,149666,157095,32265,5653,69995
Sligo,2011Q1,52,76,6.8,81222,96743,33044,7328,65393
Sligo,2011Q2,34,55,4.4,54166,75500,33044,7328,65393
Sligo,2011Q3,35,96,8.0,60166,83562,33030,7290,65400
Sligo,2011Q4,24,111,9.6,76154,86303,33016,7252,65407
Sligo,2012Q1,62,74,6.1000000000000005,66833,83674,33002,7214,65414
Sligo,2012Q2,67,103,8.4,72000,81453,32988,7176,65421
Sligo,2012Q3,22,114,10.399999999999999,78245,92034,32974,7138,65428
Sligo,2012Q4,18,190,16.4,66000,89474,32960,7100,65435
Sligo,2013Q1,30,83,6.3,71166,77809,32946,7063,65442
Sligo,2013Q2,15,108,11.2,74821,106051,32932,7025,65449
Sligo,2013Q3,23,140,11.6,63466,81413,32918,6987,65456
Sligo,2013Q4,22,165,16.3,84355,96385,32904,6949,65464
Sligo,2014Q1,9,160,15.100000000000001,69625,95923,32890,6911,65471
Sligo,2014Q2,21,159,15.7,88300,98442,32876,6873,65478
Sligo,2014Q3,12,200,20.1,84583,100189,32862,6835,65485
Sligo,2014Q4,18,269,28.6,86566,108734,32848,6798,65492
Sligo,2015Q1,16,173,19.5,90325,111981,32834,6760,65499
Sligo,2015Q2,9,202,21.3,92000,105457,32820,6722,65506
Sligo,2015Q3,22,168,18.3,82412,109891,32806,6684,65513
Sligo,2015Q4,27,201,20.6,85471,104938,32792,6646,65520
Sligo,2016Q1,13,168,15.1,72250,90128,32778,6608,65527
Sligo,2016Q2,21,244,18.6,44255,78518,32764,6571,65535
Sligo,2016Q3,30,195,22.1,87833,113909,32815,6548,65713
Sligo,2016Q4,22,240,27.299999999999997,98500,113710,32866,6526,65892
Sligo,2017Q1,20,155,17.5,93250,113526,32917,6503,66070
Sligo,2017Q2,24,182,23.7,101000,128732,32968,6481,66249
Sligo,2017Q3,34,213,24.9,93333,115602,33019,6458,66427
Sligo,2017Q4,48,292,36.8,107179,127062,33070,6436,66606
Sligo,2018Q1,32,189,23.7,97666,124625,33121,6413,66784
Sligo,2018Q2,42,186,20.1,85652,108513,33173,6391,66963
Sligo,2018Q3,44,258,37.599999999999994,115833,146959,33224,6368,67141
Sligo,2018Q4,54,356,42.8,98500,123013,33275,6346,67320
Sligo,2019Q1,11,202,25.9,94666,128189,33326,6323,67498
Sligo,2019Q2,42,194,25.0,114000,130461,33377,6301,67677
Sligo,2019Q3,36,309,36.3,115606,131503,33428,6279,67855
Sligo,2019Q4,29,266,40.9,136166,154458,33479,6256,68034
Sligo,2020Q1,74,202,23.9,102583,116788,33530,6234,68212
Sligo,2020Q2,14,121,14.899999999999999,102166,123285,33582,6211,68391
Sligo,2020Q3,51,145,18.8,107500,128799,33633,6189,68569
Sligo,2020Q4,39,277,36.7,110962,131785,33684,6166,68748
Sligo,2021Q1,25,183,25.8,120666,139386,33735,6144,68926
Sligo,2021Q2,30,282,40.8,124725,145954,33786,6121,69105
Sligo,2021Q3,40,230,38.4,144611,166643,33837,6099,69283
Sligo,2021Q4,49,325,55.6,150600,170618,33888,6076,69462
Sligo,2022Q1,38,211,35.6,150166,169950,33939,6054,69640
Sligo,2022Q2,46,247,40.7,144666,165987,33991,6032,69819
Tipperary,2011Q1,63,153,24.3,111083,152126,68974,9344,158754
Tipperary,2011Q2,94,151,18.1,101000,114727,68974,9344,158754
Tipperary,2011Q3,73,169,16.4,85422,96325,68980,9301,158793
Tipperary,2011Q4,68,182,16.2,78500,87890,68987,9259,158833
Tipperary,2012Q1,40,161,14.2,67333,88803,68993,9217,158873
Tipperary,2012Q2,30,171,12.600000000000001,57049,74540,69000,9175,158913
Tipperary,2012Q3,57,188,15.3,58500,81603,69007,9133,158953
Tipperary,2012Q4,41,255,23.9,69833,94189,69013,9091,158993
Tipperary,2013Q1,25,178,15.1,69025,87871,69020,9049,159033
Tipperary,2013Q2,38,197,15.899999999999999,63333,80329,69026,9007,159073
Tipperary,2013Q3,23,218,20.1,77416,92045,69033,8965,159113
Tipperary,2013Q4,48,256,24.5,73016,93790,69040,8923,159153
Tipperary,2014Q1,28,182,16.9,77000,92871,69046,8880,159193
Tipperary,2014Q2,33,227,21.1,84431,92687,69053,8838,159233
Tipperary,2014Q3,34,296,27.1,65058,91517,69059,8796,159273
Tipperary,2014Q4,38,397,37.2,74926,93521,69066,8754,159313
Tipperary,2015Q1,36,300,29.200000000000003,85333,97428,69073,8712,159353
Tipperary,2015Q2,38,329,31.8,70333,96346,69079,8670,159393
Tipperary,2015Q3,44,322,33.7,88500,104590,69086,8628,159433
Tipperary,2015Q4,53,457,53.1,102753,115590,69092,8586,159473
Tipperary,2016Q1,35,306,32.5,85916,106961,69099,8544,159513
Tipperary,2016Q2,44,343,33.6,81000,98363,69106,8502,159553
Tipperary,2016Q3,48,372,41.5,100666,112852,69186,8459,159890
Tipperary,2016Q4,35,460,52.599999999999994,96333,113586,69266,8417,160228
Tipperary,2017Q1,32,330,37.3,100500,112722,69346,8374,160566
Tipperary,2017Q2,49,406,42.4,80416,104347,69427,8332,160904
Tipperary,2017Q3,45,430,52.900000000000006,116539,123071,69507,8290,161242
Tipperary,2017Q4,57,505,57.7,100833,113729,69587,8247,161580
Tipperary,2018Q1,38,366,43.099999999999994,101437,117266,69668,8205,161917
Tipperary,2018Q2,48,462,53.0,102857,114894,69748,8163,162255
Tipperary,2018Q3,42,406,53.1,119666,130990,69828,8120,162593
Tipperary,2018Q4,73,526,68.9,130000,130731,69908,8078,162931
Tipperary,2019Q1,73,384,50.7,119250,133324,69989,8035,163269
Tipperary,2019Q2,81,492,59.7,113078,122700,70069,7993,163607
Tipperary,2019Q3,92,441,59.1,130666,134648,70149,7951,163944
Tipperary,2019Q4,77,567,78.3,139369,138658,70230,7908,164282
Tipperary,2020Q1,71,386,47.0,121000,120322,70310,7866,164620
Tipperary,2020Q2,60,278,37.2,131166,132364,70390,7824,164958
Tipperary,2020Q3,87,342,43.5,113333,126374,70470,7781,165296
Tipperary,2020Q4,83,572,86.2,148083,150586,70551,7739,165634
Tipperary,2021Q1,58,384,61.2,155000,158583,70631,7696,165971
Tipperary,2021Q2,70,355,50.5,128500,141653,70711,7654,166309
Tipperary,2021Q3,63,462,75.4,154500,163035,70792,7612,166647
Tipperary,2021Q4,120,533,95.1,167610,177321,70872,7569,166985
Tipperary,2022Q1,83,432,73.7,156000,170845,70952,7527,167323
Tipperary,2022Q2,110,455,73.6,153666,163437,71033,7485,167661
Waterford,2011Q1,96,123,17.9,136333,144092,52364,8597,113795
Waterford,2011Q2,29,139,17.1,103583,123184,52364,8597,113795
Waterford,2011Q3,30,163,18.7,95924,114833,52370,8533,113914
Waterford,2011Q4,35,224,22.5,76998,101161,52376,8470,114033
Waterford,2012Q1,18,144,12.5,74666,89647,52383,8407,114152
Waterford,2012Q2,19,157,16.4,96833,103722,52389,8344,114271
Waterford,2012Q3,23,174,16.7,69000,95018,52395,8281,114390
Waterford,2012Q4,38,261,25.5,72500,99751,52402,8218,114509
Waterford,2013Q1,23,131,12.8,80333,96343,52408,8155,114628
Waterford,2013Q2,21,206,20.4,74000,98835,52414,8092,114747
Waterford,2013Q3,24,251,22.6,70033,89509,52421,8029,114866
Waterford,2013Q4,23,280,28.8,78333,103126,52427,7966,114985
Waterford,2014Q1,20,216,23.4,86833,108530,52433,7903,115104
Waterford,2014Q2,15,237,24.0,78850,101429,52440,7840,115223
Waterford,2014Q3,12,301,34.0,87833,113201,52446,7777,115342
Waterford,2014Q4,34,449,49.3,93169,111524,52452,7714,115461
Waterford,2015Q1,17,299,31.6,74500,106296,52459,7651,115580
Waterford,2015Q2,42,294,33.0,97244,111576,52465,7588,115699
Waterford,2015Q3,94,395,46.8,97833,117036,52471,7525,115818
Waterford,2015Q4,44,415,50.599999999999994,101000,122623,52478,7462,115937
Waterford,2016Q1,41,309,38.8,105000,128745,52484,7399,116056
Waterford,2016Q2,30,368,44.1,106833,120165,52491,7336,116176
Waterford,2016Q3,52,453,58.9,111833,129760,52602,7282,116630
Waterford,2016Q4,98,467,61.9,122333,133965,52713,7228,117085
Waterford,2017Q1,60,335,43.8,109666,129831,52824,7174,117539
Waterford,2017Q2,72,350,43.5,106666,124656,52935,7120,117994
Waterford,2017Q3,52,370,61.7,148666,168174,53046,7066,118448
Waterford,2017Q4,95,464,65.1,111666,141362,53158,7012,118903
Waterford,2018Q1,68,351,52.1,125000,145538,53269,6958,119357
Waterford,2018Q2,81,398,62.4,147799,157352,53380,6904,119812
Waterford,2018Q3,114,403,65.7,153250,162856,53491,6850,120266
Waterford,2018Q4,163,531,89.3,151073,166571,53602,6796,120721
Waterford,2019Q1,76,346,54.1,144000,156309,53713,6742,121175
Waterford,2019Q2,85,380,65.3,155000,170591,53825,6689,121630
Waterford,2019Q3,144,469,80.9,162285,172613,53936,6635,122085
Waterford,2019Q4,139,587,102.3,173333,173888,54047,6581,122539
Waterford,2020Q1,131,369,59.8,154166,161954,54158,6527,122994
Waterford,2020Q2,84,239,41.0,160766,171320,54269,6473,123448
Waterford,2020Q3,126,358,67.6,172750,188198,54380,6419,123903
Waterford,2020Q4,127,561,107.3,179500,189969,54492,6365,124357
Waterford,2021Q1,74,416,77.0,172000,184717,54603,6311,124812
Waterford,2021Q2,127,413,67.8,149333,162554,54714,6257,125266
Waterford,2021Q3,140,460,94.5,179250,205592,54825,6203,125721
Waterford,2021Q4,180,643,130.9,186666,201763,54936,6149,126175
Waterford,2022Q1,163,431,96.9,210492,224454,55047,6095,126630
Waterford,2022Q2,91,529,116.7,210000,220294,55159,6042,127085
Westmeath,2011Q1,33,82,9.7,109250,120148,36659,4921,86164
Westmeath,2011Q2,37,114,14.1,113166,123298,36659,4921,86164
Westmeath,2011Q3,24,127,13.700000000000001,86833,107025,36670,4875,86294
Westmeath,2011Q4,28,152,11.899999999999999,61887,79362,36682,4829,86424
Westmeath,2012Q1,24,116,7.8,64500,65644,36693,4784,86554
Westmeath,2012Q2,18,107,10.3,80333,96973,36705,4738,86685
Westmeath,2012Q3,21,143,13.5,85833,94714,36716,4693,86815
Westmeath,2012Q4,20,184,16.4,80833,89063,36728,4647,86945
Westmeath,2013Q1,13,98,9.1,79916,94163,36739,4601,87076
Westmeath,2013Q2,18,126,12.4,75416,97629,36751,4556,87206
Westmeath,2013Q3,17,134,12.7,76352,94265,36762,4510,87336
Westmeath,2013Q4,18,232,20.700000000000003,72750,87251,36774,4465,87467
Westmeath,2014Q1,23,144,11.8,79706,83382,36786,4419,87597
Westmeath,2014Q2,12,193,18.9,84000,98365,36797,4373,87727
Westmeath,2014Q3,15,262,24.900000000000002,84941,97275,36809,4328,87857
Westmeath,2014Q4,34,402,41.2,91750,104544,36820,4282,87988
Westmeath,2015Q1,11,213,20.8,88333,101139,36832,4237,88118
Westmeath,2015Q2,20,221,22.3,92166,101154,36843,4191,88248
Westmeath,2015Q3,26,277,29.4,89705,106422,36855,4145,88379
Westmeath,2015Q4,28,359,35.3,92267,99415,36866,4100,88509
Westmeath,2016Q1,24,185,19.8,93166,106090,36878,4054,88639
Westmeath,2016Q2,21,287,32.4,99527,115930,36890,4009,88770
Westmeath,2016Q3,30,302,35.5,107111,117314,36953,3988,89064
Westmeath,2016Q4,31,316,38.4,117666,121513,37016,3968,89359
Westmeath,2017Q1,22,323,30.0,92729,102001,37080,3948,89653
Westmeath,2017Q2,29,259,34.7,128500,133691,37143,3928,89948
Westmeath,2017Q3,41,311,44.9,135583,144802,37206,3908,90242
Westmeath,2017Q4,40,310,40.1,125333,131463,37270,3888,90537
Westmeath,2018Q1,36,266,41.6,152166,156586,37333,3868,90832
Westmeath,2018Q2,26,274,41.9,147625,153223,37397,3848,91126
Westmeath,2018Q3,33,262,41.0,158000,155786,37460,3828,91421
Westmeath,2018Q4,77,338,50.4,153333,148662,37523,3808,91715
Westmeath,2019Q1,52,232,35.4,158500,152656,37587,3788,92010
Westmeath,2019Q2,58,296,50.9,171133,172788,37650,3768,92305
Westmeath,2019Q3,63,476,73.0,148514,160280,37713,3747,92599
Westmeath,2019Q4,74,306,50.7,165666,165296,37777,3727,92894
Westmeath,2020Q1,84,247,38.4,153833,155663,37840,3707,93188
Westmeath,2020Q2,56,197,35.0,182333,175687,37904,3687,93483
Westmeath,2020Q3,59,216,35.9,149666,164278,37967,3667,93777
Westmeath,2020Q4,91,373,64.5,165000,172540,38030,3647,94072
Westmeath,2021Q1,97,296,53.3,179333,177829,38094,3627,94367
Westmeath,2021Q2,67,283,52.4,183000,184808,38157,3607,94661
Westmeath,2021Q3,41,307,61.699999999999996,195000,200907,38220,3587,94956
Westmeath,2021Q4,43,324,65.2,195041,200753,38284,3567,95250
Westmeath,2022Q1,71,243,50.7,204166,208671,38347,3547,95545
Westmeath,2022Q2,93,282,55.7,201500,196694,38411,3527,95840
Wexford,2011Q1,73,132,15.5,105999,118050,68143,14329,145320
Wexford,2011Q2,77,195,22.599999999999998,113283,117255,68143,14329,145320
Wexford,2011Q3,89,231,24.7,92666,106925,68146,14239,145540
Wexford,2011Q4,55,246,24.4,100666,99813,68149,14150,145760
Wexford,2012Q1,47,213,19.9,83500,93702,68152,14061,145980
Wexford,2012Q2,49,232,22.9,85166,97906,68155,13972,146200
Wexford,2012Q3,39,296,31.8,101166,107460,68158,13883,146420
Wexford,2012Q4,55,374,41.0,90250,110092,68161,13794,146640
Wexford,2013Q1,29,213,22.2,87994,103860,68165,13705,146860
Wexford,2013Q2,39,242,23.8,78583,98413,68168,13616,147080
Wexford,2013Q3,60,291,27.1,79152,94084,68171,13527,147300
Wexford,2013Q4,61,364,38.2,90166,105119,68174,13438,147521
Wexford,2014Q1,37,246,25.0,90333,101481,68177,13348,147741
Wexford,2014Q2,39,362,37.7,94500,103930,68180,13259,147961
Wexford,2014Q3,51,464,52.9,103250,114840,68183,13170,148181
Wexford,2014Q4,68,529,61.5,110460,118284,68187,13081,148401
Wexford,2015Q1,49,371,43.9,105662,118672,68190,12992,148621
Wexford,2015Q2,53,461,52.8,109166,114001,68193,12903,148841
Wexford,2015Q3,67,507,61.7,105397,122624,68196,12814,149061
Wexford,2015Q4,92,471,57.3,113750,121412,68199,12725,149281
Wexford,2016Q1,57,325,39.5,122416,123103,68202,12636,149501
Wexford,2016Q2,82,395,48.9,115000,123715,68206,12547,149722
Wexford,2016Q3,56,494,70.3,135000,144269,68365,12497,150297
Wexford,2016Q4,67,516,69.8,135000,135750,68524,12447,150872
Wexford,2017Q1,90,394,52.400000000000006,132199,134432,68683,12397,151447
Wexford,2017Q2,82,448,61.1,136250,137846,68843,12348,152022
Wexford,2017Q3,87,540,76.6,140206,141544,69002,12298,152598
Wexford,2017Q4,86,574,94.8,159500,165073,69161,12248,153173
Wexford,2018Q1,103,379,57.9,148333,151973,69320,12199,153748
Wexford,2018Q2,116,468,72.8,156333,155780,69480,12149,154323
Wexford,2018Q3,148,525,84.1,152916,159947,69639,12099,154898
Wexford,2018Q4,123,555,94.0,162833,169724,69798,12049,155474
Wexford,2019Q1,135,439,72.6,170000,166245,69957,12000,156049
Wexford,2019Q2,175,522,85.10000000000001,156344,161784,70117,11950,156624
Wexford,2019Q3,125,529,95.7,173916,180333,70276,11900,157199
Wexford,2019Q4,153,604,102.1,169666,168745,70435,11851,157774
Wexford,2020Q1,141,407,70.6,169333,173008,70594,11801,158350
Wexford,2020Q2,112,284,45.7,153166,161030,70754,11751,158925
Wexford,2020Q3,162,501,84.5,157333,168446,70913,11701,159500
Wexford,2020Q4,211,890,173.7,198540,195944,71072,11652,160075
Wexford,2021Q1,117,511,101.3,188083,198019,71231,11602,160650
Wexford,2021Q2,188,556,101.1,183666,181705,71391,11552,161226
Wexford,2021Q3,138,604,126.0,200750,208775,71550,11503,161801
Wexford,2021Q4,260,670,144.5,211597,215547,71709,11453,162376
Wexford,2022Q1,220,470,97.8,206325,207192,71868,11403,162951
Wexford,2022Q2,167,617,138.5,223197,224515,72028,11354,163527
Wicklow,2011Q1,74,136,27.6,184666,205150,54351,5377,136640
Wicklow,2011Q2,37,171,31.8,171666,186498,54351,5377,136640
Wicklow,2011Q3,60,205,37.4,167666,182884,54382,5330,136929
Wicklow,2011Q4,47,292,39.1,79763,135264,54414,5284,137218
Wicklow,2012Q1,23,148,22.1,130833,150708,54446,5238,137507
Wicklow,2012Q2,38,229,35.4,125833,152209,54478,5192,137797
Wicklow,2012Q3,58,253,53.3,180166,210247,54509,5146,138086
Wicklow,2012Q4,30,347,69.2,167916,199789,54541,5100,138375
Wicklow,2013Q1,30,198,42.5,138222,215273,54573,5053,138664
Wicklow,2013Q2,41,224,42.9,148082,194658,54605,5007,138954
Wicklow,2013Q3,41,300,61.400000000000006,172471,204896,54636,4961,139243
Wicklow,2013Q4,26,369,83.7,179833,222121,54668,4915,139532
Wicklow,2014Q1,29,283,63.5,181916,224756,54700,4869,139821
Wicklow,2014Q2,36,364,74.6,179000,204671,54732,4823,140111
Wicklow,2014Q3,36,372,91.69999999999999,221500,245712,54763,4777,140400
Wicklow,2014Q4,54,429,107.30000000000001,218396,250790,54795,4730,140689
Wicklow,2015Q1,51,283,69.9,192000,251062,54827,4684,140978
Wicklow,2015Q2,60,371,93.2,212500,250259,54859,4638,141268
Wicklow,2015Q3,102,389,97.6,227875,251738,54890,4592,141557
Wicklow,2015Q4,80,492,137.6,256338,281168,54922,4546,141846
Wicklow,2016Q1,55,296,90.0,255000,306031,54954,4500,142135
Wicklow,2016Q2,79,360,100.9,253333,279470,54986,4454,142425
Wicklow,2016Q3,88,405,110.7,246138,273079,55199,4453,142969
Wicklow,2016Q4,133,488,142.4,268500,291186,55413,4453,143513
Wicklow,2017Q1,100,369,109.4,265000,297501,55626,4452,144057
Wicklow,2017Q2,127,440,133.0,287000,302401,55840,4452,144601
Wicklow,2017Q3,116,466,149.0,296666,319177,56054,4452,145145
Wicklow,2017Q4,136,488,155.3,291805,320368,56267,4451,145690
Wicklow,2018Q1,140,384,120.5,284166,311731,56481,4451,146234
Wicklow,2018Q2,121,421,124.9,275666,296814,56695,4451,146778
Wicklow,2018Q3,125,415,130.0,297500,313414,56908,4450,147322
Wicklow,2018Q4,203,503,156.8,304000,311422,57122,4450,147866
Wicklow,2019Q1,208,352,104.5,290417,298128,57335,4449,148410
Wicklow,2019Q2,235,481,143.7,278518,298526,57549,4449,148955
Wicklow,2019Q3,354,667,220.9,314683,332927,57763,4449,149499
Wicklow,2019Q4,323,707,233.8,289587,330467,57976,4448,150043
Wicklow,2020Q1,224,450,129.0,254685,291049,58190,4448,150587
Wicklow,2020Q2,169,284,88.2,301667,310336,58404,4448,151131
Wicklow,2020Q3,276,414,130.0,296500,313536,58617,4447,151675
Wicklow,2020Q4,373,817,296.7,330066,363556,58831,4447,152220
Wicklow,2021Q1,134,527,193.10000000000002,349882,365216,59044,4446,152764
Wicklow,2021Q2,149,526,186.2,323500,348426,59258,4446,153308
Wicklow,2021Q3,229,639,250.5,342500,392000,59472,4446,153852
Wicklow,2021Q4,239,697,281.5,375116,401860,59685,4445,154396
Wicklow,2022Q1,268,420,151.1,337367,361707,59899,4445,154940
Wicklow,2022Q2,332,591,255.4,403888,431266,60113,4445,155485
